"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneName","threshold"
"ENSG00000170581",2791.10924457983,1.15321153423727,0.125989818461314,9.15321212714792,5.52653193009144e-20,6.81562002881454e-18,"STAT2",TRUE
"ENSG00000136492",747.621351518944,-1.08358792914957,0.118420192648822,-9.15036451902239,5.67417580153166e-20,6.95653953267782e-18,"BRIP1",TRUE
"ENSG00000151135",1948.12925587566,1.43295322662973,0.156648406442696,9.14757614948304,5.82252445079481e-20,7.05541015136427e-18,"TMEM263",TRUE
"ENSG00000205269",522.990761673168,-1.38518979453077,0.151418074819469,-9.14811389711759,5.79361954565697e-20,7.05541015136427e-18,"TMEM170B",TRUE
"ENSG00000234444",146.244544785504,-1.90234859675521,0.207983401175884,-9.14663663542298,5.87336749768605e-20,7.07588008016026e-18,"ZNF736",TRUE
"ENSG00000197147",899.104596786444,-1.06547901332882,0.116968379619087,-9.10912006132427,8.30528263470819e-20,9.94820118807978e-18,"LRRC8B",TRUE
"ENSG00000233117",149.730113265189,4.30868928740743,0.474000125473251,9.09005938153614,9.8984980237385e-20,1.1721846352884e-17,"LINC00702",TRUE
"ENSG00000163597",3637.88513478302,-1.0388638515592,0.114438300238456,-9.07793849956277,1.10650653939169e-19,1.30292707875715e-17,"SNHG16",TRUE
"ENSG00000140678",331.070806740126,3.63538022503684,0.401283919136423,9.05937181051338,1.31203980888118e-19,1.53626593801694e-17,"ITGAX",TRUE
"ENSG00000153714",172.40373502263,3.6999445527789,0.408504209376559,9.05729847539538,1.33721302633147e-19,1.55699407233522e-17,"LURAP1L",TRUE
"ENSG00000157600",1028.7805520609,1.40391280104269,0.155028063557982,9.05586233112959,1.35492905857197e-19,1.56885730215317e-17,"TMEM164",TRUE
"ENSG00000082438",966.233226477766,1.46550196750057,0.161844501276318,9.05500005217051,1.36567721718458e-19,1.57256599782105e-17,"COBLL1",TRUE
"ENSG00000166394",108.786656496481,-1.96105635600468,0.216641013806209,-9.05210108441837,1.40243388130185e-19,1.60601796451061e-17,"CYB5R2",TRUE
"ENSG00000154118",108.31966136069,-4.46607040911173,0.494461707723,-9.0321865967701,1.68275181168945e-19,1.91649799230773e-17,"JPH3",TRUE
"ENSG00000186594",279.755372599229,3.3511982201317,0.371274872033037,9.02619183943456,1.77749806793042e-19,2.01340297455466e-17,"MIR22HG",TRUE
