	GeneID	control	sgRNA6_D3	sgRNA6_D5	sgRNA7_D3	sgRNA7_D5
2098	ENSG00000165555	29.7792001146515	20.7510990868833	28.957708586796	24.6370192763213	6.92416333343538
2099	ENSG00000271749	9.16283080450815	8.0698718671213	3.6197135733495	8.21233975877375	7.7896837501148
2100	ENSG00000181029	603.601479246974	700.926013601393	648.833658022897	545.533998261399	522.774331674371
2101	ENSG00000258660	1.14535385056352	1.15283883816019	2.71478518001212	4.69276557644214	0.865520416679422
2102	ENSG00000187240	4293.93158576263	5835.67019876686	5590.6476140383	5499.92125559019	3739.0482000551
2103	ENSG00000286023	92.773661895645	65.7118137751306	47.9612048468808	24.6370192763213	25.9656125003827
2104	ENSG00000168913	46.9595078731043	34.5851651448056	28.0527801934586	16.4246795175475	27.6966533337415
2105	ENSG00000118113	19.4710154595798	17.2925825724028	11.7640691133859	45.7544643703109	6.92416333343538
2106	ENSG00000115468	6.87212310338111	1.15283883816019	0	1.17319139411054	2.59656125003827
2107	ENSG00000285323	3.43606155169056	5.76419419080093	2.71478518001212	2.34638278822107	7.7896837501148
2108	ENSG00000023445	8.01747695394463	25.3624544395241	15.3837826867354	16.4246795175475	12.9828062501913
2109	ENSG00000254422	1.14535385056352	9.22271070528148	6.33449875336162	3.51957418233161	7.7896837501148
2110	ENSG00000137693	5499.98919040602	9118.95520984707	11466.3476719779	10142.2396020856	8291.68559178887
2111	ENSG00000250575	278.320985686935	270.917126967644	199.084246534222	208.828068151675	109.055572501607
2112	ENSG00000165895	3190.95582766996	3927.72192161175	4185.29381918535	3455.04865565553	3057.8836321284
2113	ENSG00000248027	22.9070770112704	3.45851651448056	14.478854293398	19.9442536998791	5.19312250007653
2114	ENSG00000172775	1338.91865130875	1563.24946454521	1690.40623875421	1610.79178411377	1231.63555293482
2115	ENSG00000270049	76.7387079877558	92.2271070528148	118.545619527196	80.950206193627	80.4933987511863
2116	ENSG00000075568	5393.47128230361	7207.54841617748	6796.01223396368	8981.95331331026	5043.38746799099
